Id,text,label
2988,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam
2164,"Nothing really, just making sure everybody's up to speed",ham
3085,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,ham
1010,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,ham
1029,"Its good, we'll find a way",ham
1745,"IåÕm cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",ham
828,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",ham
1345,Que pases un buen tiempo or something like that,ham
96,Watching telugu movie..wat abt u?,ham
3807,Mm you ask him to come its enough :-),ham
4279,WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,spam
2977,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,ham
1200,Otherwise had part time job na-tuition..,ham
621,Good words.... But words may leave u in dismay many times.,ham
566,Oooh bed ridden ey? What are YOU thinking of?,ham
543,4 oclock at mine. Just to bash out a flat plan.,ham
4100,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@å£1.50rcvd,spam
51,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",ham
4820,Im good! I have been thinking about you...,ham
3039,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,ham
745,Dunno he jus say go lido. Same time 930.,ham
3940,"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!""",spam
1480,Have you always been saying welp?,ham
5314,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,spam
195,Gud mrng dear hav a nice day,ham
2559,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,ham
1302,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",ham
3297,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,spam
802,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,spam
3717,Cool. Do you like swimming? I have a pool and jacuzzi at my house.,ham
4638,Of course. I guess god's just got me on hold right now.,ham
1322,Oh just getting even with u.... u?,ham
3674,Whos this am in class:-),ham
4248,Loosu go to hospital. De dont let it careless.,ham
3611,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure",ham
4605,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",ham
4031,I'm very happy for you babe ! Woo hoo party on dude!,ham
644,Allo! We have braved the buses and taken on the trains and triumphed. I mean weÛ÷re in bÛ÷ham. Have a jolly good rest of week,ham
1488,Tell them no need to investigate about me anywhere.,ham
4181,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or å£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",spam
1864,You call him now ok i said call him,ham
120,"URGENT! Your Mobile No. was awarded å£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",spam
4486,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,ham
3226,Wife.how she knew the time of murder exactly,ham
2024,U having lunch alone? I now so bored...,ham
4482,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,ham
4329,i thought we were doing a king of the hill thing there.,ham
3929,I thk Ì_ gotta go home by urself. Cos i'll b going out shopping 4 my frens present.,ham
3656,Studying. But i.ll be free next weekend.,ham
3023,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,ham
4857,Ok...,ham
2815,Genius what's up. How your brother. Pls send his number to my skype.,ham
134,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,spam
3038,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",ham
1918,Is fujitsu s series lifebook good?,ham
3456,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,ham
4681,"Haha yeah, 2 oz is kind of a shitload",ham
1578,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,ham
1788,Arun can u transfr me d amt,ham
511,Prabha..i'm soryda..realy..frm heart i'm sory,ham
62,Its a part of checking IQ,ham
3724,Nothing spl..wat abt u and whr ru?,ham
2890,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",ham
3372,"Looks like you found something to do other than smoke, great job!",ham
3213,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",ham
1973,I had askd u a question some hours before. Its answer,ham
122,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,spam
2298,Dont pick up d call when something important is There to tell. Hrishi,ham
3560,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,spam
4844,Missing you too.pray inshah allah,ham
4722,HELLO PEACH! MY CAKE TASTS LUSH!,ham
1210,Guessin you ain't gonna be here before 9?,ham
567,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",ham
3651,"Probably not, still going over some stuff here",ham
3942,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,ham
864,Dude ive been seeing a lotta corvettes lately,ham
4224,"\The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!\""",ham
3893,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,spam
4443,COME BACK TO TAMPA FFFFUUUUUUU,ham
1741,I can do that! I want to please you both inside and outside the bedroom...,ham
2618,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,ham
720,Oh is it? Send me the address,ham
3349,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,ham
2509,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",ham
690,Was the farm open?,ham
602,Speaking of does he have any cash yet?,ham
4755,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,ham
1756,Lmao ok I wont be needing u to do my hair anymore.,ham
1782,My uncles in Atlanta. Wish you guys a great semester.,ham
2569,Ultimately tor motive tui achieve korli.,ham
2170,\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,ham
4190,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",ham
318,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,spam
3352,I emailed yifeng my part oredi.. Can Ì_ get it fr him..,ham
274,No objection. My bf not coming.,ham
4797,Just come home. I don't want u to be miserable,ham
4327,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",spam
4668,"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born",ham
4375,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",spam
1507,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",ham
1840,Yeah. I got a list with only u and Joanna if I'm feeling really anti social,ham
4387,"see you then, we're all christmassy here!",ham
5373,"K I'll head out in a few mins, see you there",ham
295,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,spam
4306,I guess it is useless calling u 4 something important.,ham
2694,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,ham
298,I cant pick the phone right now. Pls send a message,ham
68,"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!""",spam
736,Thanks for looking out for me. I really appreciate.,ham
5523,Going to join tomorrow.,ham
3109,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,spam
1550,He says hi and to get your ass back to south tampa (preferably at a kegger),ham
150,The wine is flowing and i'm i have nevering..,ham
756,Cant think of anyone with * spare room off * top of my head,ham
1501,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam
3053,What happened to our yo date?,ham
2957,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,spam
2333,What happen to her tell the truth,ham
2057,"Nothing, i got msg frm tht unknown no..",ham
376,You could have seen me..i did't recognise you Face.:),ham
1499,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",spam
859,Did he just say somebody is named tampa,ham
1351,Yo theres no class tmrw right?,ham
4757,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,spam
2916,Yes. that will be fine. Love you. Be safe.,ham
378,Keep my payasam there if rinu brings,ham
3877,What you need. You have a person to give na.,ham
1294,Aiyah u did ok already lar. E nydc at wheellock?,ham
1379,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam
2792,Not from this campus. Are you in the library?,ham
2812,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",ham
4690,Surly ill give it to you:-) while coming to review.,ham
3090,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,spam
841,"Pls send me a comprehensive mail about who i'm paying, when and how much.",ham
5377,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,spam
2042,"Me not waking up until 4 in the afternoon, sup",ham
175,Let me know when you've got the money so carlos can make the call,ham
4066,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ",spam
927,K:)i will give my kvb acc details:),ham
3063,Ok. How many should i buy.,ham
45,No calls..messages..missed calls,ham
1260,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",ham
1096,Dear Subscriber ur draw 4 å£100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,spam
2706,S now only i took tablets . Reaction morning only.,ham
1902,My sister got placed in birla soft da:-),ham
4739,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\""""",ham
2535,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",ham
1030,Can not use foreign stamps in this country. Good lecture .,ham
1869,Mom wants to know where you at,ham
3836,Early bird! Any purchases yet?,ham
2197,Bring it if you got it,ham
283,Okie...,ham
2173,"Hiya, had a good day? Have you spoken to since the weekend?",ham
4888,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",ham
3210,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",ham
4553,Try to do something dear. You read something for exams,ham
1616,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",ham
5452,What???? Hello wats talks email address?,ham
4006,I'm reaching home in 5 min.,ham
1371,I though we shd go out n have some fun so bar in town or something ÛÒ sound ok?,ham
2683,I'm okay. Chasing the dream. What's good. What are you doing next.,ham
4266,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,ham
2115,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,ham
1907,ELLO BABE U OK?,ham
2271,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,ham
3323,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,ham
4759,I'm home. Doc gave me pain meds says everything is fine.,ham
1456,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,ham
3007,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",spam
5080,"Yeah, give me a call if you've got a minute",ham
257,Where are you lover ? I need you ...,ham
507,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,ham
3105,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",ham
99,Please don't text me anymore. I have nothing else to say.,ham
2940,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,ham
2004,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",ham
5398,Hi. Hope you had a good day. Have a better night.,ham
4519,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,ham
2209,"Hmm well, night night ",ham
1740,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,spam
2722,It's justbeen overa week since we broke up and already our brains are going to mush!,ham
4127,I dont thnk its a wrong calling between us,ham
4028,"[Û_] anyway, many good evenings to u! s",ham
4562,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",ham
366,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",spam
5065,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,ham
5419,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),ham
4318,Are you still playing with gautham?,ham
3132,So no messages. Had food?,ham
949,Is that what time you want me to come?,ham
2450,K..give back my thanks.,ham
19,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/Ì¼1.20 POBOXox36504W45WQ 16+",spam
1971,Enjoy ur life. . Good night,ham
668,Have a good evening! Ttyl,ham
218,I have to take exam with march 3,ham
5536,Aiyah ok wat as long as got improve can already wat...,ham
1657,S:-)if we have one good partnership going we will take lead:),ham
3875,did u get that message,ham
4281,U can call now...,ham
585,Tell them u have a headache and just want to use 1 hour of sick time.,ham
4545,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,ham
3034,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,ham
2758,What time. IÛ÷m out until prob 3 or so,ham
777,"\Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx\""""",ham
2600,"As usual..iam fine, happy &amp; doing well..:)",ham
1018,Nope watching tv at home... Not going out. V bored...,ham
2182,PS U no ur a grown up now right?,ham
2784,"K, wat s tht incident?",ham
5340,Are u awake? Is there snow there?,ham
3909,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,ham
1433,You intrepid duo you! Have a great time and see you both soon.,ham
2638,Am in gobi arts college,ham
517,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,spam
5348,Do I? I thought I put it back in the box,ham
1983,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,ham
2378,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",ham
217,Easy ah?sen got selected means its good..,ham
2627,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,ham
5212,K.k.how is your business now?,ham
1891,Probably earlier than that if the station's where I think it is,ham
2910,"Sorry,in meeting I'll call later",ham
2619,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,spam
1052,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",ham
5378,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or å£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",spam
759,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",ham
3290,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit""",ham
3481,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,spam
214,Sounds great! Are you home now?,ham
1600,K.then any other special?,ham
3326,what number do u live at? Is it 11?,ham
5224,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""",ham
2611,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,spam
2127,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,ham
2098,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",ham
196,Did u got that persons story,ham
1554,Yeah we do totes. When u wanna?,ham
2653,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,ham
5431,If I was I wasn't paying attention,ham
5318,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",ham
1056,Then u drive lor.,ham
4710,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,ham
887,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,ham
2006,Shopping lor. Them raining mah hard 2 leave orchard.,ham
4535,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,ham
3066,Ok. So april. Cant wait,ham
568,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,ham
4043,"Yes, my reg is  Ciao!",ham
3162,This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,spam
1487,I told your number to gautham..,ham
5237,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch,spam
139,Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...,ham
4412,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,ham
1807,Do have a nice day today. I love you so dearly.,ham
1149,Not a drop in the tank,ham
